STATION CODE,LOCATIONS,STATE,Temp,D.O. (mg/l),PH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml)Mean,year,Water_Quality
1871,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",KERALA,23,8,8.2,572,0.5,0.516,12,26,2008,Good
1884,KALA AMB D/S MARKANDA RIVER,KERALA,24,4.0125,7.8,1303.375,7.2,0.66,221,468,2008,Poor
1870,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.",KERALA,23,4.9,7.8,704,3.5,0.516,57,375,2008,Poor
1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",KERALA,20.05,5.9,7.2,703,5.4,2.05,1511.625,4068.625,2008,Good
1024,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",KERALA,21,5.3,7.4,1095,7.2,2.58,1511.625,4068.625,2008,Good
1025,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,HARYANA",KERALA,30,6.7,6.9,1094,7.2,2.58,221,468,2008,Good
1026,"GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,",KERALA,30,6.2,7,1303.375,7.2,2.58,221,468,2008,Good
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",KERALA,21,5.7,7.3,732,7.2,2.4,1511.625,4068.625,2008,Good
1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), PUNJAB",KERALA,21,5,7.2,983,7.2,2.58,1511.625,4068.625,2008,Good
1698,"D/S CHHATBIR, PUNJAB",KERALA,20.05,5,7.3,748,7.2,2.58,1511.625,4068.625,2008,Good
1699,"U/S DHAKANSU NALLAH, PUNJAB",KERALA,20.05,5.1,7.2,760,7.2,2.55,1511.625,4068.625,2008,Good
1700,"D/S DHAKANSU NALLAH, PUNJAB",KERALA,21,4.5,7.2,856,7.2,2.58,1511.625,4068.625,2008,Poor
1701,"D/S JHARMAL NADI, PUNJAB",KERALA,21,4.4,7.2,1184,7.2,2.58,1511.625,4068.625,2008,Poor
1702,"U/S JHARMAL NADI, PUNJAB",KERALA,20.05,4.5,7.4,1186,7.2,2.58,1511.625,4068.625,2008,Poor
1703,"GHAGGER AT MOONAK, PUNJAB",KERALA,21,5.2,7.5,1036,7.2,2.58,1511.625,4068.625,2008,Good
1704,"D/S SARDULGARH, PUNJAB",KERALA,21,5.5,7.6,973,7.2,2.58,1511.625,4068.625,2008,Good
1705,"U/S SARDULGARH, PUNJAB",KERALA,21,5.6,7.6,951,7.2,2.58,1511.625,4068.625,2008,Good
1885,RIVER GHAGGAR AT D/S OF SURAJPUR,KERALA,25,6.4,7.9,378,4.1,0.94,221,468,2008,Good
1887,GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANAL WATER) (HARYANA),KERALA,31,6.8,7,970,7.2,2.58,221,468,2008,Good
1717,"KODRA DAM, MOUNT ABU, RAJASTHAN",KERALA,21,5.4,7.8,438,1.7,0.41,3,6,2008,Good
1424,"IMPHAL AT MAHABALI, MANIPUR",KERALA,27,7.9,6.7,120,1.2,0.516,221,135,2008,Good
1457,"IMPHAL AT KOIRENGEI, MANIPUR",KERALA,26,6.2,7.3,135,1.8,0.516,221,113,2008,Good
1627,"KIYAMGI, MANIPUR",KERALA,27,8.2,7.6,176,1.9,0.516,221,135,2008,Good
1628,"MINUTHONG(IMPHAL RIVER, MANIPUR",KERALA,28,6.6,7.4,112,1.2,0.516,221,91,2008,Good
1458,"IRIL AT PORAMPET, MANIPUR",KERALA,26,7.9,7.8,196,0.8,0.516,221,73,2008,Good
1624,"LILONG, MANIPUR",KERALA,29,9,8,269,1.8,0.516,221,155,2008,Good
1925,KHUGA RIVER (CHURACHANDPUR DIST.),KERALA,28,6.7,8,698,1.8965,0.516,221,468,2008,Good
1926,"KHUJAIROK RIVER, MOREH (CHANDEL DIST.)",KERALA,30,9.1125,7.6,633,1.8965,0.516,221,30,2008,Good
1625,"HUMP BRIDGE, MANIPUR",KERALA,27,4.0125,6.8,389,7.2,0.516,221,633,2008,Poor
1626,"HEIRANGOITHONG, MANIPUR",KERALA,28,5.5,7.5,375,7.2,0.516,221,383,2008,Good
1428,"KYRHUKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",KERALA,20.05,5,5.7,630,7,2.5,27,33,2008,Good
2050,TLAWNG UPSTREAM AIZAWL,KERALA,26,7,7.8,122,0.65,0.516,221,3,2008,Good
2051,TLAWNG DOWNSTREAM AIZAWL,KERALA,26,7.2,7.8,130,0.93,0.1,221,3,2008,Good
2052,TUIRIAL UPPER CATCHMENT,KERALA,25,6.6,8,151,0.98,0.516,221,6,2008,Good
2053,TUIRIAL LOWER CATCHMENT,KERALA,25,6.7,7.9,188,1.03,0.516,221,8,2008,Good
1403,"GUMTI AT U/S SOUTH TRIPURA,TRIPURA",KERALA,28,6.1,7.7,120,1.36,0.516,264,350,2008,Good
1404,"GUMTI AT D/S SOUTH TRIPURA, TRIPURA",KERALA,29,5.4,7.3,141,2.67,0.08,285,510,2008,Good
1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",KERALA,28,5.8,7.8,161,2.93,0.1,518,588,2008,Good
1393,"DAMANGANGA AT D/S OF MADHUBAN, DAMAN",KERALA,27,6.7,7.6,253,1.8965,2.58,221,468,2007,Good
1150,"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT",KERALA,25,7,7.7,448,0.4,0.2,17,42,2007,Good
1246,"DAMANGANGA AT KACHIGAON D\S (DAMAN),GUJARAT",KERALA,25,4.8,7.5,1303.375,7.2,0.2,23,65,2007,Poor
1860,BALEHWAR KHADI AT N.H. NO. 8,KERALA,27,4.9,7.7,904,3.6,0.516,1511.625,4068.625,2007,Poor
1861,RIVER PURNA ON BRIDGE AT SURATNANNAVSARI HIGHWAY,KERALA,28,6.4,8,477,2.4,0.516,1511.625,4068.625,2007,Good
1862,RIVER KAVERI ON BRIDGE AT BILLIMORANANVALSAD ROAD,KERALA,29,6.7,7.9,1303.375,2.9,0.516,1511.625,4068.625,2007,Good
1865,RIVER DHADHAR AT KOTHWADA,KERALA,28,5.7,7.6,868,4.2,0.4,5,57,2007,Good
1148,"AMBIKA AT BILIMORA, GUJARAT",KERALA,30,6.2,8,899,3.1,0.516,1511.625,4068.625,2007,Good
1149,"KOLAK AT PATALIA BDG., GUJARAT",KERALA,26,4.8,7.6,1303.375,7.2,0.1,32,148,2007,Poor
1435,"KOLAK AT RAILWAY BRIDGE NO. 313 VAPI,VALSAD, GUJARAT",KERALA,27,6.2,7.4,1303.375,3.6,0.2,14,41,2007,Good
1434,AMLAKHADI AT ANKLESHWAR,KERALA,27,6.7,7.5,1303.375,7.2,0.1,3,14,2007,Good
1438,"MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, GUJARAT",KERALA,27,4.2,7.8,589,4,0.516,1511.625,4068.625,2007,Poor
1399,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",KERALA,30,6.8,7.5,1303.375,2.5,0.1,582,1114,2007,Good
1475,ZUARI AT PANCHAWADI,KERALA,29,6.5,6.9,1303.375,1.5,0.1,555,1331,2007,Good
1476,"MANDOVI AT TONCA, MARCELA, GOA",KERALA,29,6.5,7.1,1303.375,1.6,0.1,1243,2056,2007,Good
1400,"MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA",KERALA,29,6.4,7.7,1303.375,2.3,0.1,814,1287,2007,Good
1543,"RIVER KALNA AT CHANDELNAN PERNEM, GOA",KERALA,27,7.2,7.2,70,1.6,0.1,1511.625,2887,2007,Good
1544,"RIVER VALVANT AT SANKLI NAN BICHOLIM, GOA",KERALA,28,7.2,6.8,60,2.1,0.1,1511.625,4068.625,2007,Good
1545,"RIVER MADAI AT DABOS NAN  VALPOI, GOA",KERALA,28,7.4,7.1,80,1.4,0.1,475,1010,2007,Good
1546,"RIVER KHANDEPAR AT OPA NAN PONDA, GOA",KERALA,28,7.2,6.9,80,1.3,0.1,1009,1938,2007,Good
1547,"RIVER TALPONA AT CANACONA, GOA",KERALA,29,7.4,7,66,2,0.1,700,1451,2007,Good
1548,"RIVER ASSONORA AT ASSONORA, GOA",KERALA,28,6.3,6.6,66,1.6,0.1,1427,3293,2007,Good
1093,"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",KERALA,26,6.4,7.3,103,4,0.24,126,753,2007,Good
1094,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",KERALA,27,6.7,7.4,103,3.9,0.22,64,644,2007,Good
1461,"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA",KERALA,28,6.6,7.5,97,3.7,0.25,16,169,2007,Good
1092,"KALU AT ATALE VILLAGE, MAHARASHTRA",KERALA,28,5.7,7.2,531,5.3,0.75,116,456,2007,Good
1462,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",KERALA,25,6.4,7.1,113,3.9,0.47,60,400,2007,Good
1151,"PATALGANGA AT SHILPHATA, MAHARASHTRA",KERALA,25,6.6,7.2,88,3.9,0.45,228,1146,2007,Good
1152,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",KERALA,22,6.2,7.3,117,4,0.5,169,638,2007,Good
17,"PERIYAR NEAR ALWAYENANELOOR, KERALA",KERALA,28,5.5,6.6,1303.375,1.7,0.4,290,668,2007,Good
18,"PERIYAR AT KALADY, KERALA",KERALA,27,7.5,6.8,32,0.8,0.3,200,738,2007,Good
1338,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",KERALA,28,6.7,6.8,42,1,0.4,230,804,2007,Good
20,"CHALIYAR AT KOOLIMADU, KERALA",KERALA,28,6.9,6.7,73,0.5,0.2,688,1242,2007,Good
21,"CHALIYAR AT CHUNGAPALLY, KERALA",KERALA,28,6.8,6.9,1303.375,0.5,0.2,391,813,2007,Good
42,"KALLADA AT PERUMTHOTTAMKADAVU, PUNALOOR, KERALA",KERALA,29,7.4,7.2,49,1.1,0.3,327,641,2007,Good
43,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",KERALA,28,7.2,6.8,58,1.5,0.3,173,556,2007,Good
1154,"CHALAKUDY AT PULICKALKANANDAVU, KERALA",KERALA,29,6.8,6.6,115,2,0.5,148,635,2007,Good
1155,"KARAMANA AT MOONNATTUMUKKU, KERALA",KERALA,28,4.0125,6.8,1303.375,7.2,1,1511.625,4068.625,2007,Poor
1156,"PAMBA AT CHENGANNUR, KERALA",KERALA,26,7.1,6.1,34,0.6,0.5,1300,1975,2007,Good
1341,"PAMBA AT THAKAZHY, KERALA",KERALA,26,5.9,6.2,52,0.5,0.6,1100,1775,2007,Good
1565,"PAMBA DOWN, KERALA",KERALA,26,5.1,6.2,55,1.1,0.4,1275,2000,2007,Good
1339,"MEENACHIL AT KIDANGOOR, KERALA",KERALA,26,6.7,6.2,43,0.7,0.4,1325,2100,2007,Good
1340,"MANIMALA  AT KALLOOPARA, KERALA",KERALA,26,5.8,6.2,34,0.6,0.3,975,1625,2007,Good
1384,"MANIMALA AT THONDRA, KERALA",KERALA,26,6.4,6.2,39,0.7,0.4,1375,1900,2007,Good
1342,"ACHENKOIL AT THUMPAMON, KERALA",KERALA,26,6.6,6.3,41,0.6,0.3,1033,1442,2007,Good
1443,"ACHENKOIL AT CHENNITHULA, KERALA",KERALA,26,5.4,6.2,47,0.7,0.5,1250,1825,2007,Good
1442,"VAMANAPURAM, KERALA",KERALA,28,6.7,6.7,80,1.3,0.5,1511.625,3050,2007,Good
1563,"AMARAVILA, KERALA",KERALA,27,6.4,7,112,1.4,0.7,1511.625,4068.625,2007,Good
1564,"AYUR, KERALA",KERALA,29,6.3,7.1,83,1,0.4,643,1080,2007,Good
1566,"THIRURANGADY, KERALA",KERALA,28,6.2,6.5,95,0.8,1.2,1075,2550,2007,Good
1567,"KUTTIYADY ESTATE, KERALA",KERALA,28,6.9,6.4,41,0.5,0.2,83,285,2007,Good
1568,"VALAYAM, KERALA",KERALA,27,6.8,6.5,51,0.5,0.2,98,435,2007,Good
1569,"THALIPARAMBA, KERALA",KERALA,28,6.6,6.9,1303.375,0.7,0.3,338,963,2007,Good
1570,"HOSDURG, KERALA",KERALA,28,7,7.2,1303.375,0.3,0.3,68,550,2007,Good
1571,"KAKKADAVU,  KERALA",KERALA,28,7.5,6.9,52,0.5,0.2,138,685,2007,Good
1572,"PADIYATHADKA, KERALA",KERALA,28,7.4,6.8,68,0.3,0.2,160,725,2007,Good
1573,"IRUMPANAM, KERALA",KERALA,29,4.0125,6.6,1239,2.3,0.6,263,645,2007,Poor
1448,"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",KERALA,28,6.2,7.6,380,0.5,0.5,1318,4068.625,2007,Good
1455,"RUSHIKULYA AT GANJAM U/S, ORISSA",KERALA,30,7.9,7.9,382,2.1,0.21,993,2700,2007,Good
1456,"RUSHIKULYA AT GANJAM D/S, ORISSA",KERALA,28,8.1,8,1303.375,1.7,0.51,146,463,2007,Good
1642,"NAGAVALLI AT JAYKAYPUR D/S, ORISSA",KERALA,30,7.2,7.7,244,1.2,0.51,980,1793,2007,Good
1643,"NAGAVALLI AT RAYAGADA D/S, ORISSA",KERALA,32,6.7,7.6,231,1.5,0.56,1460,3133,2007,Good
1685,"ARASALAR RIVER KARAIKAL REGION, PONDICHERRY",KERALA,29,7,8.1,637,3.5,1.2,221,468,2007,Good
1159,"TAMBIRAPARANI AT PAPAVINASAM,TAMILNADU",KERALA,26,7.5,6.5,65,1,0.15,108,319,2007,Good
1160,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU",KERALA,28,6.8,6.5,88,0.9,0.11,111,233,2007,Good
1161,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNADU.",KERALA,29,6.8,6.5,128,1.8,0.15,295,507,2007,Good
1162,"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",KERALA,32,7.8,7.2,250,1.9,0.15,128,249,2007,Good
1328,"TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU",KERALA,28,7.2,6.4,71,1.2,0.12,67,165,2007,Good
1329,"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNADU",KERALA,27,7.4,6.5,71,1.5,0.12,98,189,2007,Good
1330,"TAMBIRAPARANI AT ARUMUGANERI, TAMILNADU",KERALA,31,7.6,7.1,428,2.5,0.15,226,443,2007,Good
1450,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",KERALA,28,6.8,7.2,856,2.1,0.32,213,348,2007,Good
1444,"KALI AT D/S WEST COAST PAPER MILL, KARNATAKA",KERALA,27,7.3,7.3,152,2,1.28,333,998,2007,Good
1894,KUMARADHARA NAN U/S OF UPPINAGADY TOWN B/C WITH RIVER NETHRAVATHI,KERALA,28,6.9,7.2,58,1,0.516,14,55,2007,Good
1892,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,KERALA,29,7,7.2,56,1,0.516,4,16.5,2007,Good
1871,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",KERALA,22,7.9,7.9,385,2.5,0.25,11,24,2007,Good
1884,KALA AMB D/S MARKANDA RIVER,KERALA,20.05,4.0125,7.9,1303.375,7.2,0.78,221,468,2007,Poor
1870,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.",KERALA,24,4.9,7.6,972,7.2,1.8,328,718,2007,Poor
1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",KERALA,20.05,7.4,7.5,413,2.1,1.23,1511.625,4068.625,2007,Good
1024,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA), PUNJAB",KERALA,21,6.1,7.8,632,7.2,2.58,1511.625,4068.625,2007,Good
1025,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD, HARYANA",KERALA,24,4.9,8.1,852,7.2,2.58,221,468,2007,Poor
1026,"GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,  HARYANA",KERALA,26,4.5,8.3,996,7.2,2.58,221,468,2007,Poor
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",KERALA,21,6.7,7.6,425,7.2,2.58,1511.625,4068.625,2007,Good
1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (A/C), PUNJAB",KERALA,21,6.3,7.7,619,7.2,2.58,1511.625,4068.625,2007,Good
1698,"GHAGGAR AT D/S CHHATBIR, PUNJAB",KERALA,22,6.4,7.7,439,4.2,2.2,1511.625,4068.625,2007,Good
1699,"GHAGGAR AT U/S DHAKANSU NALLAH, PUNJAB",KERALA,22,6.5,7.7,686,7.2,2.58,1511.625,4068.625,2007,Good
1700,"GHAGGAR AT D/S DHAKANSU NALLAH, PUNJAB",KERALA,21,6.4,7.8,754,7.2,2.53,1511.625,4068.625,2007,Good
1701,"GHAGGAR AT D/S JHARMAL NADI, PUNJAB",KERALA,22,6.3,7.7,615,7.2,2.58,1511.625,4068.625,2007,Good
1702,"GHAGGAR AT U/S JHARMAL NADI, PUNJAB",KERALA,21,6.2,7.6,457,3.7,2.23,1511.625,4068.625,2007,Good
1703,"GHAGGER AT MOONAK, PUNJAB",KERALA,21,6,7.8,690,7.2,2.58,1511.625,4068.625,2007,Good
1704,"GHAGGAR AT D/S SARDULGARH, PUNJAB",KERALA,21,5.9,7.8,692,7.2,2.58,1511.625,4068.625,2007,Good
1705,"GHAGGAR AT U/S SARDULGARH, PUNJAB",KERALA,21,5.9,7.7,699,7.2,2.58,1511.625,4068.625,2007,Good
1885,RIVER GHAGGAR AT D/S OF SURAJPUR,KERALA,22,6.5,8.2,1303.375,2.2,0.05,221,468,2007,Good
1887,GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANAL WATER) (HARYANA),KERALA,25,6.6,8.2,895,7.2,2.58,221,468,2007,Good
2047,"NNANCHOE (ATTAWA CHOE), CHANDIGARH",KERALA,29,6.7,7.2,183,7.2,0.27,221,468,2007,Good
2048,"PATIALA KI RAO, CHANDIGARH",KERALA,30,6.7,7.4,183,7.2,0.4,221,468,2007,Good
2049,"SUKHNA CHOE, CHANDIGARH",KERALA,29,4.0125,7.3,183,7.2,0.6,221,468,2007,Poor
1717,"KODRA DAM, MOUNT ABU, RAJASTHAN",KERALA,20.05,5.6,7.4,168,2.2,0.38,5,16,2007,Good
2050,"TLAWNG UPSTREAM AIZAWL, MIZORAM",KERALA,25,6.7,7.9,135,0.4,0.516,221,3,2007,Good
2051,"TLAWNG DOWNSTREAM AIZAWL, MIZORAM",KERALA,25,6.5,7.9,195,0.6,0.516,221,3,2007,Good
2052,"TUIRIAL UPPER CATCHMENT, MIZORAM",KERALA,24,7.3,7.8,219,0.5,0.516,221,468,2007,Good
2053,"TUIRIAL LOWER CATCHMENT, MIZORAM",KERALA,24,7.7,7.9,227,0.4,0.516,221,15,2007,Good
1424,"IMPHAL AT MAHABALI, MANIPUR",KERALA,23,6.2,7,132,1.6,0.516,221,102,2007,Good
1457,"IMPHAL AT KOIRENGEI, MANIPUR",KERALA,23,6.4,7.4,137,2.1,0.516,221,58,2007,Good
1458,"IRIL AT PORAMPET, MANIPUR",KERALA,23,6.4,7.6,200,1,0.516,221,36,2007,Good
1624,"LILONG, MANIPUR",KERALA,23,7,7.6,210,2.4,0.516,100,137,2007,Good
1625,"HUMP BRIDGE, MANIPUR",KERALA,23,4.0125,7.2,249,4.9,0.516,221,383,2007,Poor
1626,"HEIRANGOITHONG, MANIPUR",KERALA,23,4.0125,7.5,224,4,0.516,221,394,2007,Poor
1627,"KIYAMGI, MANIPUR",KERALA,24,7.1,7.3,156,2,0.516,221,89,2007,Good
1628,"MINUTHONG(IMPHAL RIVER, MANIPUR",KERALA,23,7.1,7.2,127,2,0.516,221,60,2007,Good
1925,KHUGA RIVER (CHURACHANDPUR DIST.) MANIPUR,KERALA,22,5.8,7.6,258,1.7,0.516,221,118,2007,Good
1926,"KHUJAIROK RIVER, MOREH (CHANDEL DIST.) MANIPUR",KERALA,24,8.4,7.9,383,0.8,0.516,221,180,2007,Good
1427,"UMTREW AT BYRNIHAT EAST, MEGHALAYA",KERALA,20.05,8.1,7.2,221,5.4,1.95,213,373,2007,Good
1428,"KYRHUKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT., MEGHALAYA",KERALA,20.05,6.1,5.7,738,5.5,2.58,32,45,2007,Good
1631,"MYNTDU RIVER JOWAI, MEGHALAYA",KERALA,20.05,8,7,164,1.7,1.6,1511.625,2067,2007,Good
1632,"GANOL RIVER TURA, MEGHALAYA",KERALA,20.05,5.4,7.2,153,1.7,1.78,213,278,2007,Good
1633,"SIMSANG RIVER WILLIAMNAGAR, MEGHALAYA",KERALA,20.05,7,7,161,1.7,2.43,250,375,2007,Good
1403,"GUMTI AT U/S SOUTH TRIPURA, TRIPURA",KERALA,27,5.2,7.4,120,1.4,0.05,203,280,2007,Good
1404,"GUMTI AT D/S SOUTH TRIPURA, TRIPURA",KERALA,27,4.7,7.4,139,1.8965,0.11,308,440,2007,Poor
1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",KERALA,27,5.4,7.4,128,3,0.06,353,565,2007,Good
1927,"SEKMAI RIVER, KAKCHING (THOUBAL DIST.)",KERALA,23,6.9,7.2,233,1.5,0.516,221,119,2007,Good
1393,"DAMANGANGA AT D/S OF MADHUBAN, DAMAN",KERALA,27,6.7,7.61,168.2,1.8965,2.58,221,468,2006,Good
1150,"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT",KERALA,25,7.102,7.945,307.5,1.525,0.11,26,50,2006,Good
1246,"DAMANGANGA AT KACHIGAON D\S (DAMAN),GUJARAT",KERALA,25.5,4.0125,7.015,1303.375,7.2,0.228,378,1400,2006,Poor
1860,BALEHWAR KHADI AT N.H. NO. 8,KERALA,22,5.35,7.935,735,4.7,0.835,1511.625,4068.625,2006,Good
1861,RIVER PURNA ON BRIDGE AT SURATNANNAVSARI HIGHWAY,KERALA,25.5,7.05,7.995,535,4.7,1.195,1511.625,4068.625,2006,Good
1862,RIVER KAVERI ON BRIDGE AT BILLIMORANANVALSAD ROAD,KERALA,29.667,6.5,8.14,1303.375,5.3,1.397,1511.625,2400,2006,Good
1865,RIVER DHADAR AT KOTHADA,KERALA,25.5,6.7,7.885,896.5,7.2,0.42,3,10,2006,Good
1148,"AMBIKA AT BILIMORA, GUJARAT",KERALA,29,5.6,8.173,1303.375,4.6,0.46,1511.625,4068.625,2006,Good
1149,"KOLAK AT PATALIA BDG., GUJARAT",KERALA,26.5,6.085,7.695,933,3.2,0.153,450,1550,2006,Good
1435,"KOLAK AT RAILWAY BRIDGE NO. 313 VAPI,VALSAD, GUJARAT",KERALA,26.5,6.055,7.605,1303.375,4.3,0.222,45,140,2006,Good
1434,"AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESH,GUJARAT",KERALA,28,6.7,7.215,1303.375,7.2,0.395,7,8,2006,Good
1436,"BHADAR D/S JETPUR VILL. AFTER CONF. OF W.WATER FROM JETPUR CITY,GUJARAT",KERALA,27,7.93,8.32,1303.375,1.46,0.277,4,5,2006,Good
1438,"MINDHOLA AT STATE HIGHWAY BRIDGE SACHIN, GUJARAT",KERALA,25.667,4.9,7.943,504.7,3.1,0.603,1511.625,2367,2006,Poor
1399,"ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS, GOA",KERALA,27.75,6.625,7.725,149.3,2.175,0.123,2,60,2006,Good
1475,ZUARI AT PANCHAWADI,KERALA,27.75,5.175,6.95,464,1.5,0.7,75,255,2006,Good
1476,"MANDOVI AT TONCA, MARCELA, GOA",KERALA,30,6.4,7.45,142.8,2.025,0.155,1511.625,4068.625,2006,Good
1400,"MANDOVI AT NEGHBOURHOOD OF PANAJI, GOA",KERALA,28.25,6.2,7.9,218,1.575,0.615,221,85,2006,Good
1543,"RIVER KALNA AT CHANDELNAN PERNEM, GOA",KERALA,26.667,7.4,6.733,344.3,1.7,0.9,33,160,2006,Good
1544,"RIVER VALVANT AT SANKLI NAN BICHOLIM, GOA",KERALA,28.75,7.6,6.775,213.3,1.3,0.173,133,3275,2006,Good
1545,"RIVER MADAI AT DABOS NAN  VALPOI, GOA",KERALA,28,7.35,7.1,214.8,1.425,0.15,41,285,2006,Good
1546,"RIVER KHANDEPAR AT OPA NAN PONDA, GOA",KERALA,28.25,7.675,6.875,103.3,1.025,2.58,18,96,2006,Good
1547,"RIVER TALPONA AT CANACONA, GOA",KERALA,27.25,7.125,7.55,418.3,1.725,0.45,18,106,2006,Good
1548,"RIVER ASSONORA AT ASSONORA, GOA",KERALA,28.5,7,6.725,497.3,1.575,0.135,1511.625,4068.625,2006,Good
1093,"ULHAS AT U/S OF NRC BUND AT MOHANE, MAHARASHTRA",KERALA,27.714,6.543,7.229,130.4,4.014,0.307,8,187,2006,Good
1094,"ULHAS AT U/S OF BADLAPUR, MAHARASHTRA",KERALA,28.714,6.7,7.307,121.5,3.857,0.264,9,162,2006,Good
1461,"BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS), MAHARASHTRA",KERALA,28.667,7.1,7.507,102.5,4.633,0.21,10,152,2006,Good
1092,"KALU AT ATALE VILLAGE, MAHARASHTRA",KERALA,26.667,6.333,7.277,542,5.4,2.58,15,207,2006,Good
1462,"PATALGANGA NEAR INTAKE OF MIDC W/W, MAHARASHTRA",KERALA,26.714,6.471,7.379,204.3,3.729,0.309,10,174,2006,Good
1151,"PATALGANGA AT SHILPHATA, MAHARASHTRA",KERALA,28.286,6.371,7.061,214,4.5,0.346,18,292,2006,Good
1152,"KUNDALIKA AT ROHA CITY, MAHARASHTRA",KERALA,20.05,6.7,7.44,153.3,4.4,0.65,23,305,2006,Good
17,"PERIYAR NEAR ALWAYENANELOOR, KERALA",KERALA,29.083,6.2,6.457,881.1,1.757,0.326,253,541,2006,Good
18,"PERIYAR AT KALADY, KERALA",KERALA,27.417,7.286,6.586,82.9,1.071,0.233,222,470,2006,Good
1338,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",KERALA,27.286,6.525,6.5,124.1,1.313,0.227,334,844,2006,Good
20,"CHALIYAR AT KOOLIMADU, KERALA",KERALA,28.6,6.917,6.95,185.4,0.467,0.112,165,433,2006,Good
21,"CHALIYAR AT CHUNGAPALLY, KERALA",KERALA,28.667,6.8,7.043,1303.375,0.414,0.153,238,473,2006,Good
42,"KALLADA AT PERUMTHOTTAMKADAVU, PUNALOOR, KERALA",KERALA,27.786,7.075,7.25,107.3,0.988,0.369,238,384,2006,Good
43,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",KERALA,28.143,7.013,6.712,151.4,1.4,0.397,262,485,2006,Good
1154,"CHALAKUDY AT PULICKALKANANDAVU, KERALA",KERALA,27.5,6.787,6.65,119.3,1.637,0.4,294,574,2006,Good
1155,"KARAMANA AT MOONNATTUMUKKU, KERALA",KERALA,28.571,4.1,6.775,511.4,6.788,1.373,1511.625,3100,2006,Poor
1156,"PAMBA AT CHENGANNUR, KERALA",KERALA,27,6.9,6.8,224,0.733,0.438,1511.625,2500,2006,Good
1341,"PAMBA AT THAKAZHY, KERALA",KERALA,26.5,6.867,6.833,292.7,0.633,0.575,1511.625,2400,2006,Good
